Customer ID,Age,Gender,Region,Purchase Frequency,Average Order Value,Product Category,Customer Feedback,Sentiment Score,Loyalty Program Level
98e89425-117b-47c8-af84-14831ce086e1,33,Male,Asia,10,311.48,Confectionery,Item glass sometimes actually situation choose teach ok guy what they simple note.,2.3,Gold
a2d85daa-6ef8-4310-b7de-8cd60455e3e8,30,Male,North America,45,215.97,Beverages,Board market gun of recently west hundred others.,4.9,Gold
714d2282-2be6-4633-b52f-78e23c3bf83f,42,Female,Asia,18,380.9,Beverages,College art none ago certainly throw participant community his.,3.5,Platinum
d8d64b92-2de6-45b9-b311-4db886275fe8,28,Male,Africa,44,243.65,Confectionery,Smile western including pull look ready rock likely rule.,4.2,Platinum
4d1c6dd6-2929-4d57-b44c-31706886d446,28,Female,Asia,40,400.07,Dairy Products,Mission main lawyer put read front lead plant per fight.,1.7,Silver
674e2436-07df-47e4-b446-1770f23f6021,34,Male,Europe,25,172.21,Dairy Products,Garden international note lawyer whom history chair nor either own probably.,3.9,Silver
db6a1adc-0b45-4ffc-b3cf-4379f66745d4,49,Male,Asia,31,476.56,Confectionery,Wonder own between point ball write population.,4.5,Silver
3c6901ac-67e6-4694-a293-fe9168683f55,40,Male,North America,11,451.89,Prepared Foods,Position couple little international fill more daughter successful bag knowledge trip expect its.,1.3,Platinum
5ea27597-658f-4ceb-9021-24b5164cc28c,34,Female,Africa,36,267.39,Prepared Foods,Society live necessary exactly party indicate important development.,1.9,Bronze
3ab91142-c6d1-49bb-83ab-48f4092d8035,32,Male,North America,8,288.55,Dairy Products,Machine authority factor across sell course majority two fact heavy less.,5.0,Bronze
b1ade40d-d0e3-4fc4-9032-3a7aa9faabbe,68,Male,North America,38,384.57,Pet Care,Develop store without view PM suddenly when smile popular certainly feeling against.,1.0,Silver
fa925a30-c6c8-4ba3-a861-e2fa2c955104,59,Female,Europe,35,327.78,Dairy Products,White scientist business PM such guy rise like.,2.0,Gold
43f4ede9-48df-461c-835f-902a5e3ad13d,58,Male,South America,36,363.19,Confectionery,Who us happy though hear difference base.,4.1,Silver
4503cc74-06ba-4d12-a18e-3ac39b765400,35,Female,North America,44,430.77,Beverages,Six drop network in mission catch.,1.9,Platinum
0c9e1a50-22f5-46d6-868f-341e4ef585ca,19,Male,Asia,43,171.14,Confectionery,Crime able us tough ball mission card.,2.2,Gold
4865a5be-1deb-4bb7-8aa9-cc3b020e1a6f,54,Female,Europe,48,247.56,Beverages,Feeling type measure fall second simple choose pick call class.,3.0,Platinum
80871808-20e9-47bf-b75d-4495a3358249,70,Female,North America,6,241.1,Dairy Products,Good matter mention them first their learn near.,4.3,Gold
e9340217-42d6-4b9c-932f-49bf89b807d9,42,Female,Asia,41,463.44,Confectionery,International catch gun safe season theory special month.,2.6,Silver
d2246709-6960-43a7-b75f-441df5a88f90,18,Female,Europe,25,250.13,Pet Care,Design share least free bill little case about heavy strategy.,1.6,Bronze
43dd729b-a17b-4530-8842-6f48f722e25a,67,Male,Europe,20,370.85,Prepared Foods,Important benefit partner blue race boy change subject bar forget.,2.3,Bronze
0bc91723-2169-45f2-8cb8-71fb16faf6db,34,Female,Africa,33,365.21,Prepared Foods,Reduce very simple hospital speak center spend imagine maybe job early area.,4.0,Bronze
5a5cfe2b-dbe0-492b-824b-606cb997d470,65,Male,Europe,40,396.99,Prepared Foods,Such difficult force dark road sound organization these however a event degree.,2.3,Gold
90c8eb74-012f-4011-9b75-d92b499f2caa,33,Female,Europe,31,377.14,Dairy Products,Two sort last these chair minute local reason young trial fund economic decade.,2.9,Bronze
a431550c-0812-4807-8829-7e3affe4a5e8,55,Male,South America,1,207.58,Confectionery,Worker anything throughout upon evening democratic call lead.,3.8,Platinum
e1533d1f-01f9-4b05-92e9-2d199f5cc5b0,24,Male,Africa,24,40.04,Confectionery,Memory fast board sign democratic member behind must score.,2.4,Gold
2fa66bbf-08e5-4875-8697-433b67b00f1f,70,Male,Africa,5,324.36,Dairy Products,Unit small quite ahead probably describe long contain speech.,2.9,Gold
b2870f61-3cb8-4f82-8b0e-7ea2be152a0f,43,Female,South America,32,175.94,Confectionery,Hold easy mean stage husband too.,2.5,Bronze
6a453b00-71fe-44d3-906e-dc5fe0962eb7,47,Female,North America,41,209.76,Prepared Foods,Bag them player institution third ten.,1.1,Platinum
50356f8a-52fd-435e-891f-884fdfc385ef,20,Male,North America,22,406.92,Prepared Foods,College travel part network meet question.,1.6,Silver
8a72a29a-8542-407d-b0db-9000d597a3a9,46,Female,Asia,36,277.09,Confectionery,Race policy boy drive ability issue to necessary arm where.,4.2,Silver
42e0e2e6-4c87-4525-baa4-1a3306ab86f0,52,Male,North America,45,254.14,Pet Care,Off several himself become right yard owner number of woman trip entire.,4.2,Bronze
a469b00c-847d-402c-bac3-e55c4fc74fa3,63,Male,Europe,31,122.81,Prepared Foods,Collection term effect feel almost their wife product inside civil.,3.8,Gold
b0e2f4b6-52ac-4e98-9dcd-c9457236ebe5,25,Female,Africa,37,236.31,Beverages,Sit policy budget have girl until.,3.9,Silver
eca7ca4c-8fba-4f48-ae06-ea700a5b917d,35,Female,Europe,48,325.14,Pet Care,Much class group could my effort arrive.,4.9,Gold
5c85485c-5ced-4414-b143-0d10f1ccd144,68,Male,South America,6,371.43,Confectionery,Risk walk live dream consumer allow action war contain.,2.5,Platinum
43a28b05-8b3c-4ffd-8c98-7d0d70b8116c,20,Female,Europe,9,221.58,Pet Care,Road determine likely face one tough treat effect agency race television.,3.9,Silver
027fbca8-5335-429a-a4d5-a6b705b819b5,48,Female,North America,40,129.02,Prepared Foods,Or common window many happy into beyond tree clearly.,2.0,Silver
12687bc8-2bc1-4dbf-a2ea-d13ee5b31b66,19,Female,North America,19,470.45,Prepared Foods,Pass between buy better common source particular.,4.5,Platinum
32b3e9ad-ce23-4b95-88b1-e2ddaa2d138b,25,Female,South America,8,91.55,Confectionery,Be foot especially computer Mr nor discuss.,1.3,Platinum
c6c8ae33-8ffc-4cc8-8e0f-a94b2f9dc9b0,20,Male,Asia,42,63.49,Beverages,Cover and your culture rich effect security never live.,4.7,Gold
2d6d44da-eebc-45d1-b0c4-35f9f8465841,21,Female,Asia,7,184.64,Confectionery,Computer school sister someone common first specific interview.,3.9,Platinum
00413b94-611f-4dc0-a026-c4793a76680d,30,Female,Europe,40,153.92,Pet Care,Others where research although may unit message participant almost south.,4.6,Bronze
1f4a5e8b-df62-4b82-a092-3215685889f9,18,Male,Africa,3,440.93,Pet Care,Surface hard power clear whole game wall.,4.2,Gold
9b43d148-213d-4860-8981-b76d49c5dda9,32,Female,Africa,32,62.33,Dairy Products,Media product game natural general day support kind deal pick minute.,1.6,Bronze
856ad4b7-fdb5-4b3c-ba7b-688044b7cfd1,19,Female,North America,42,25.35,Dairy Products,Great north former guy assume interesting since strategy indeed.,1.9,Platinum
b6df188f-d885-4ca8-884e-a39cb63484bc,68,Female,Europe,46,147.16,Pet Care,Guess item community watch box red realize fast contain no nation.,3.3,Silver
ebc8e71d-dc4f-4e30-9db9-bd3e43007131,64,Female,South America,30,260.17,Dairy Products,Design rock human central suffer coach herself training operation boy national.,3.0,Bronze
6a0fe8c1-7ba0-4c9e-896a-d0387e0c618c,44,Female,Asia,32,274.35,Dairy Products,Result significant language continue get story policy along theory boy appear.,2.3,Silver
4e6b6727-38f0-433a-8729-6b125db11b7c,65,Female,Asia,39,344.2,Dairy Products,Nor ground agreement indicate husband close pull often whose subject fish.,1.9,Platinum
1059020e-0d98-4884-9f87-58bfe474541c,32,Female,North America,49,67.5,Prepared Foods,Also often it time care risk car part sell west truth her.,3.0,Bronze
c9d7957c-ddde-4ae8-be71-e2bd4774cfe5,28,Male,Europe,32,417.73,Prepared Foods,Ground draw choice approach act discover second woman.,3.7,Bronze
6f39b6c5-b388-4c09-8c21-841153bec64a,36,Female,South America,20,372.02,Prepared Foods,Response little night contain common nearly age.,4.7,Bronze
1ceff16a-c0d5-47c9-bf10-0852061253df,64,Male,Europe,44,148.44,Beverages,Detail end keep maybe political western himself find throughout brother any understand possible.,4.0,Gold
f971273c-5efd-4d32-968d-d236744d7196,39,Female,Europe,35,309.73,Prepared Foods,Raise sense get how cover choose perform series test.,4.9,Bronze
8d02f91f-2ef3-4883-992e-da31b43b9e91,59,Male,Asia,36,247.94,Prepared Foods,Ask certain middle kitchen guy suggest about affect would think cup beyond reveal.,3.0,Platinum
e73c48ee-2c0f-44e6-a0a6-3ad60cfa9645,61,Female,Africa,15,167.84,Prepared Foods,Teach voice change song charge condition coach lose office task that tough above.,2.3,Platinum
b07132f1-ffbb-400a-9492-c9294965f712,29,Female,Asia,4,148.66,Dairy Products,Benefit major scientist affect difference on study trade American commercial open build likely.,3.6,Gold
8c2489a1-2c6d-4c8e-b7d6-a70bd95f29d9,40,Female,Africa,48,319.46,Pet Care,Attention could skill adult most management high trade wind full.,2.8,Gold
dc9dcea2-8a31-429f-9364-28a77788587a,22,Male,South America,33,342.24,Confectionery,Discuss dark cultural difference week wide model book.,3.3,Platinum
e25da213-0279-4c62-9ef6-1e0a7adeb002,68,Female,South America,5,113.06,Prepared Foods,Green blood Democrat pressure involve role rise speech democratic between hour quality.,3.1,Gold
3a546da0-390c-404c-a702-d2a5aadfdb5a,25,Male,Asia,18,193.24,Prepared Foods,Time guess while paper to decide it once street action miss do.,2.8,Gold
b2ad54b0-55db-4579-a8f8-1e3549ff4fc1,18,Female,Africa,3,425.02,Pet Care,Class short last music suffer surface reduce.,4.2,Gold
58e85cae-da34-4aeb-91fa-8d8dc252b1ab,63,Male,North America,9,414.18,Beverages,Develop concern box offer forward matter plan law authority receive store difficult media.,2.4,Platinum
b0b808dc-0d13-4ca0-96c0-c94f9d112bcb,58,Female,Africa,20,427.85,Dairy Products,Room next stay arrive shake conference his admit wait.,4.9,Platinum
9f2f995d-df70-4767-a93a-e6c76af72048,52,Female,Europe,37,255.71,Pet Care,Series politics read game feeling without employee perhaps bring.,1.7,Platinum
ed9f11f7-19e9-422e-aeb1-4fcf2dd9546d,29,Male,Europe,18,323.91,Pet Care,Administration north appear feel effect east back crime information century range amount.,1.2,Silver
248992a3-9676-4484-8fd5-8030efa4603c,61,Female,Asia,8,241.2,Dairy Products,Thousand others in service exist certainly career.,1.8,Bronze
f27e5465-e5fb-442c-8305-a109cb874074,33,Female,Europe,5,296.69,Pet Care,Guy part meet fall indeed experience when.,1.6,Platinum
df3c13bb-aa52-4fd9-ba07-321a0e786928,23,Male,North America,41,377.4,Dairy Products,Act style source note five interest college.,4.0,Bronze
1e876177-2cd2-4da4-9ed2-58c42e533517,41,Male,Africa,7,491.6,Confectionery,Rate team choice network local from.,1.3,Silver
a7cb4bf8-6d94-4035-a928-e023ac7a54d8,20,Male,Asia,7,106.57,Beverages,Employee who space hundred include ten recognize everyone study rise tend.,2.1,Platinum
21186330-b18c-4517-823f-7e90d59f8777,38,Male,Africa,41,317.26,Prepared Foods,Natural next establish by house else quality even data alone onto maybe executive.,4.0,Platinum
736c1ce9-6d45-4590-9335-cfbd78f2804a,70,Male,North America,30,123.14,Beverages,Board wait tax arrive establish strategy social.,2.8,Bronze
415e995d-1efc-4d0d-ac17-4ba490bae9df,35,Male,South America,43,304.4,Pet Care,Similar conference agency skin tonight they gas class approach establish hour beyond like.,3.3,Silver
84a0f0de-c8de-4a05-abc3-19045b44173b,68,Male,Africa,16,334.05,Dairy Products,Deep let question politics surface because one traditional early smile many seven their.,2.7,Bronze
f526d5fd-f586-4b0b-a4cf-3dac0eae7c83,69,Female,Africa,9,163.93,Beverages,Bag inside pass against few blood program hospital single administration.,2.2,Bronze
50132e26-6835-4cce-9117-019a28aff56f,67,Female,North America,11,214.2,Dairy Products,Population over hour society my task gun news size though price food rise increase.,1.6,Platinum
0175a0da-1861-4374-a0c8-2f65c5d8048f,53,Female,North America,45,497.4,Pet Care,Religious eye doctor wife music reach movement likely traditional activity.,1.8,Platinum
72299878-ba7f-4306-a8a6-3cc85d906467,57,Male,North America,47,481.86,Prepared Foods,Person pressure road always thus site.,4.1,Gold
dd81f9ad-d292-4182-aa97-3a34a7db8cd9,51,Male,Asia,13,458.78,Pet Care,Dark student catch have civil hospital spring after not if system around.,4.8,Silver
6d8e7d0f-5b4e-4e6e-aac1-f8ef29911c26,63,Male,Africa,13,409.46,Prepared Foods,His data song artist true be thing democratic whom.,4.6,Silver
e22b4618-31aa-4151-ac22-dfb7154e8cbc,65,Male,Europe,10,99.6,Dairy Products,Effect list later activity hundred if.,2.9,Bronze
d8a3a024-44e7-4334-b669-1b383e235add,23,Male,Europe,40,385.16,Prepared Foods,Start sort development finally successful rest final science form table hospital.,3.5,Bronze
2100cb8c-55ea-4421-ac10-64f9cab4f1cf,40,Male,Asia,49,258.18,Beverages,Draw we national ready get either happen like from read treatment.,3.9,Silver
c9052ea3-1227-4ce1-b48d-1aa1a5dba5b8,57,Female,South America,14,226.16,Confectionery,Unit unit authority task group follow item large little ten face series ready.,1.4,Platinum
cad52b23-0611-454d-9edc-ab92ea38af41,41,Male,Asia,41,388.16,Prepared Foods,Approach already similar window establish staff detail prevent could knowledge nearly follow tonight.,1.8,Gold
f7139998-8e91-4e5e-841f-05204b04d307,28,Male,Asia,31,407.01,Dairy Products,Need produce beyond full church increase according product.,2.4,Platinum
a48d64ac-f580-4007-8633-5c3baecafa30,43,Female,Europe,34,72.51,Pet Care,Coach attack carry friend spend another answer she meeting company so nothing.,3.2,Platinum
78454cf6-9406-4487-b99b-192a462cd117,54,Female,Africa,16,394.39,Dairy Products,Bring matter rest decide full officer unit experience news simple toward history.,1.4,Platinum
1e2559fe-7458-4245-ba96-6da7619aa028,55,Female,Africa,7,25.28,Confectionery,Dark weight think few attack impact effect weight.,2.1,Bronze
6205cc78-8386-4595-9ef1-2b1a04c5441b,29,Female,North America,11,418.07,Confectionery,Professor natural effort write general simple character nation if.,3.1,Gold
f21d0dbe-a342-40d0-a359-141a05b2f68c,66,Male,North America,23,317.52,Dairy Products,Table near with matter beat mission rock safe lot government.,3.8,Silver
9df3aa47-ba4f-49ae-812a-114c1fda7bd1,35,Female,South America,34,378.17,Prepared Foods,Store drive coach military mean may since relationship improve.,4.9,Silver
d27e7e59-7e05-4593-9fba-c23ed0a9f1e6,23,Male,Asia,6,49.77,Beverages,Partner hope join arm create might specific operation what recognize media.,3.2,Gold
06b08e1d-534b-4a18-99f1-7e504fc6aed5,59,Male,Asia,12,487.03,Dairy Products,Newspaper music certainly clearly somebody trouble those.,4.5,Silver
f02194e7-dfc6-403a-bd69-fedb3e4c2fd7,25,Male,Africa,27,450.94,Pet Care,Reality choose Congress close cut usually western.,4.4,Bronze
2e3729cf-3e86-4f1c-9327-3fa81389be87,24,Male,South America,42,410.69,Beverages,Grow offer whether college condition property fear official song.,3.4,Gold
fd472351-cc94-4fff-851b-8dde4befb96d,28,Male,Africa,22,478.51,Dairy Products,Beyond program foot become year herself similar standard government while good the.,2.4,Silver
ac64dfe4-1739-4159-889e-c9b0cb587808,62,Female,Europe,33,284.92,Pet Care,Others his finally toward your pull shake myself drug popular hotel painting do.,2.3,Platinum
004eeef5-41ac-411e-bfe7-d7a4964143ec,63,Female,North America,31,279.07,Pet Care,Feel eat leg choose participant listen draw media unit white authority image.,4.6,Silver
4a7c77bb-0189-4565-8f2a-0e009430c1c1,44,Male,North America,17,138.33,Beverages,Rise tax certain least series between least accept.,1.3,Bronze
4eea5130-3639-46fe-8152-04eb4c62644e,31,Female,Africa,33,246.93,Confectionery,General claim fear movement community member thank argue account.,4.0,Silver
5ad9cc73-c614-4c17-8fdc-191c7b1ca0fe,18,Male,Africa,12,329.21,Dairy Products,Easy improve data research red manager outside.,1.3,Silver
3baf7c31-b8e8-4414-9b56-c458edebab6d,23,Female,Africa,49,448.49,Pet Care,Say never herself manager same him three budget store thus model professor certain.,2.4,Gold
b1d8bdc4-e7a9-4ce3-b99f-8bf6f010866c,59,Female,North America,30,75.22,Prepared Foods,Analysis capital financial thousand traditional natural around three.,2.5,Gold
50923666-3e47-403e-ac0e-5d56347ee22f,51,Female,Asia,22,160.92,Prepared Foods,Garden task call college discover piece watch it.,1.1,Bronze
6dc368b8-f6b0-4811-a885-0838e6fc1b82,26,Male,Asia,27,176.58,Confectionery,Day mouth economic election discuss hundred security ok.,3.5,Bronze
a6335541-2e9b-48d7-9274-46435bbc0835,33,Female,North America,32,387.19,Confectionery,Cultural or hold act middle employee number before since pass can.,4.1,Bronze
f3d28ac5-7659-488f-855b-2ebfc63c8bae,66,Female,Africa,36,458.83,Confectionery,Impact last occur staff her talk score industry action education act.,4.3,Bronze
2b34150f-e3fa-4aa7-b0c7-a75706f22ef9,53,Male,Europe,43,123.43,Pet Care,Ground identify along whose far if wish.,4.1,Platinum
cc0d81c3-d132-45e6-8539-d6232d9d9ad4,65,Female,South America,35,287.75,Pet Care,Serious bag leader just necessary during anyone interview event take enjoy.,3.8,Platinum
062a22df-6acf-4f14-af31-2ddcd51ec1d1,34,Female,South America,12,309.96,Confectionery,Never so natural describe front suffer suddenly family hit.,2.5,Platinum
a3546ec5-12b0-4894-93a1-b334270cc291,27,Female,South America,36,373.18,Beverages,Floor subject modern start require whatever pattern newspaper structure.,2.6,Platinum
2c894761-31ea-4b04-bc00-97756bbe956d,62,Female,North America,35,484.46,Dairy Products,Customer along reality fast medical treatment.,3.5,Platinum
d170dbd7-fdf7-49cb-a4f6-926759178e53,22,Female,North America,47,496.5,Beverages,Church take environmental write share operation itself current less.,2.7,Platinum
a236a4da-183c-4b8b-a4ac-cc466427e321,65,Female,Europe,34,470.14,Beverages,Maybe policy pick simply until son take rich enjoy area read purpose.,1.7,Silver
69196c14-e591-44b3-8e54-865161152203,46,Female,Asia,14,161.22,Pet Care,Store side class hard sort into star marriage oil.,4.9,Bronze
5ee9b35e-4d9c-40a9-a186-b89428461837,41,Male,North America,5,263.73,Prepared Foods,Camera I before official feeling let rich.,2.0,Gold
8a0b71ae-ffe0-44dd-a31b-d157817e0ec0,44,Male,Asia,14,105.27,Dairy Products,Season class join to bit none model heart federal leader something sense.,4.5,Silver
6e13a8a4-5f56-4b3f-ba50-f378f188f073,37,Female,Africa,26,20.37,Confectionery,With hit process pressure term someone media good.,3.1,Gold
944f68fa-03a0-4f89-acf2-cca356f207c8,32,Male,Europe,25,188.92,Confectionery,Defense range court couple office open could blood look tell scientist report represent.,3.1,Silver
83e6e248-9c90-43b7-bc99-ee6541391187,23,Female,North America,41,54.06,Beverages,Instead mean lead difference whom economy soon open scientist I thank weight develop.,3.9,Platinum
fbd597c8-8917-4192-8db9-1703b3c69be4,18,Male,South America,41,289.38,Dairy Products,Employee where tonight organization idea wish.,2.0,Bronze
ef287bc1-4353-4c73-8b5a-49f18f450b28,32,Female,North America,39,483.52,Pet Care,Simply company age marriage research assume.,4.5,Platinum
50dfb53c-c60f-4757-8a72-3154f4acdab0,70,Male,Africa,7,365.98,Pet Care,Lead with low blood again believe past happy general wonder relate size lay.,4.8,Gold
a0844cc0-11c5-4e3e-9d23-e161bb8ae82e,38,Male,South America,20,287.15,Pet Care,Decision girl single challenge road street dark special positive.,3.5,Silver
ebfd65d3-a1d0-4ac1-932d-5c789e85e67d,41,Male,North America,9,185.65,Beverages,Give son write season interview institution him item.,1.5,Platinum
